"Datum";"Naam / Omschrijving";"Rekening";"Tegenrekening";"Code";"Af Bij";"Bedrag (EUR)";"MutatieSoort";"Mededelingen"
"20250623";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20250624";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1052078655"
"20250625";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20250625";"Jumbo Deventer >DEVENTER 25.06";"";"";"";"Af";"32,72";"";""
"20250625";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 30.06.2025"
"20250625";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374733,Johan Termijnfactuur JUN"
"20250625";"SIMYO";"";"NL83INGB0009174216";"";"Af";"9,61";"";"Simyo:X9928374734, FACTUURNUMMER:X9928374735"
"20250627";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie juni 2025"
"20250627";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-251217138"
"20250627";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-jun-2025 tot 01-jul-2025)"
"20250627";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op: https://mijnhypotheek.asr.nl. PERIODE 06-2025"
"20250629";"CCV*Hotel Vierhouten >VIERHOUT";"";"";"";"Af";"32,9";"";""
"20250629";"Albert Heijn 1362 >DEVENTER 29";"";"";"";"Af";"18,06";"";""
"20250630";"Jumbo Deventer >DEVENTER 30.06";"";"";"";"Af";"34,89";"";""
"20250630";"Kruidvat 7614 >DEVENTER 30.06.";"";"";"";"Af";"19,16";"";""
"20250701";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering juni 2025 NL70BNDA0013929458"
"20250701";"ABP Pensio";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN JULI 2025"
"20250701";"DEKAMARKT LOC 505 >TWELLO 1.07";"";"";"";"Af";"6,41";"";""
"20250705";"Jumbo Deventer >DEVENTER 5.07.";"";"";"";"Af";"88,25";"";""
"20250705";"Albert Heijn 1440 >DEVENTER 5.";"";"";"";"Af";"12,76";"";""
"20250706";"Hotel-Rest. Bakker >VORDEN 6.0";"";"";"";"Af";"16";"";""
"20250706";"Copar via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"134,16";"";"X9928374736 X9928374737 Order X9928374738 Copar"
"20250707";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"75";"";"Johan Notanummer GC0111531448 van 01 juli 2025"
"20250707";"Jumbo Deventer >DEVENTER 7.07.";"";"";"";"Af";"29,18";"";""
"20250708";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20250710";"NS GROEP IZ NS REIZIGERS";"";"NL14ABNA0019804615";"";"Af";"4,65";"";"Factuur: X9928374739"
"20250711";"Jumbo Deventer >DEVENTER 11.07";"";"";"";"Af";"41,05";"";""
"20250712";"ALBERT HEIJN 1362 >DEVENTER 12";"";"";"";"Af";"70,11";"";""
"20250716";"Jumbo Deventer >DEVENTER 16.07";"";"";"";"Af";"34,37";"";""
"20250718";"Hardeman Horeca";"";"NL35RABO0019804615";"";"Af";"28,3";"";"X9928374740 X9928374741 Booq Payment"
"20250720";"Wijers";"";"NL68RABO0019804615";"";"Af";"4,75";"";""
"20250720";"CCV*De Veerstoep >BRUMMEN 20.0";"";"";"";"Af";"33,25";"";""
"20250721";"Jumbo Deventer >DEVENTER 21.07";"";"";"";"Af";"42,65";"";""
"20250722";"Zumub via Checkout.com";"";"NL92INGB0005302809";"";"Af";"52,96";"";"X9928374742 X9928374743 ORD50234E89 Zumub"
"20250723";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     JUL 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20250723";"JEEQO BARBERSHOP >ALMELO 23.07";"";"";"";"Af";"17";"";""
"20250723";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20250724";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8";"";"Simyo:X9928374744, FACTUURNUMMER:X9928374745"
"20250724";"Motorkleding Store Ape>APELDOO";"";"";"";"Af";"1321,91";"";""
"20250724";"Fruitkwekerij H. Klomp>TWELLO ";"";"";"";"Af";"4,5";"";""
"20250725";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20250725";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 31.07.2025"
"20250725";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1053079058"
"20250725";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374746,Johan Termijnfactuur JUL"
"20250725";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-251433875"
"20250725";"Jumbo Deventer >DEVENTER 25.07";"";"";"";"Af";"26,04";"";""
"20250727";"FUTURUMSHOP.NL B.V.";"";"NL04ADYB2031076332";"";"Af";"29,96";"";"X9928374747 X9928374748 X9928374749x"
"20250728";"CCV*Apotheek Cath cv >DEVENTER";"";"";"";"Af";"0,85";"";""
"20250728";"KRUIDVAT 7614 >DEVENTER 28.07.";"";"";"";"Af";"1,79";"";""
"20250728";"Jumbo Deventer >DEVENTER 28.07";"";"";"";"Af";"33,78";"";""
"20250728";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie juli 2025"
"20250728";"MvdO international bv via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"35,9";"";"X9928374750 X9928374751 Order X9928374752 mrgreenmind.com MvdO international bv"
"20250728";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-jul-2025 tot 01-aug-2025)"
"20250729";"CCV*V.O.F. Rozebooms I>VAASSEN";"";"";"";"Af";"4";"";""
"20250730";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op: https://mijnhypotheek.asr.nl. PERIODE 07-2025"
"20250731";"bol.com";"";"NL27INGB0001392934";"";"Af";"122,99";"";"X9928374753 X9928374754 bol.com A0007K0KL2"
"20250731";"bol.com";"";"NL27INGB0001392934";"";"Af";"29,5";"";"X9928374755 X9928374756 bol.com A0007RN4HM"
"20250801";"ABP Pensio";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN AUGUSTUS 2025"
"20250801";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering juli 2025 NL70BNDA0013929458"
"20250801";"Jumbo Deventer >DEVENTER 1.08.";"";"";"";"Af";"18,24";"";""
"20250804";"Jumbo Deventer >DEVENTER 4.08.";"";"";"";"Af";"47,98";"";""
"20250804";"bol.com";"";"NL27INGB0001392934";"";"Af";"13,12";"";"X9928374757 X9928374758 bol.com A0007WN6K1"
"20250805";"DS COVERS B.V. via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"127,9";"";"X9928374759 X9928374760 Order X9928374761 dscovers.nl DS COVERS B.V."
"20250806";"Koninklijke PostNL B.V.";"";"NL56DEUT0019804615";"";"Af";"5,45";"";"PnlFrank4BFNG4C X9928374762 Versturen Ordernummer: X9928374763"
"20250806";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"75";"";"Johan Notanummer GC0112206602 van 01 augustus 2025"
"20250807";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20250807";"Plus Leersum >LEERSUM 7.08.202";"";"";"";"Af";"20,99";"";""
"20250808";"Jumbo Deventer >DEVENTER 8.08.";"";"";"";"Af";"30,53";"";""
"20250808";"Dienst voor het Kadaster";"";"NL56DEUT0019804615";"";"Af";"2,25";"";"X9928374764 X9928374765 Kadaster webwinkel producten"
"20250809";"Terpstra en Wessels >DEVENTER ";"";"";"";"Af";"14,95";"";""
"20250809";"PLUS Haanstra Holten >HOLTEN 9";"";"";"";"Af";"19,27";"";""
"20250811";"Jumbo Deventer >DEVENTER 11.08";"";"";"";"Af";"23,01";"";""
"20250812";"Hotel-Rest. Bakker >VORDEN 12.";"";"";"";"Af";"23,5";"";""
"20250814";"Paviljoen de Posbank >RHEDEN 1";"";"";"";"Af";"6,5";"";""
"20250814";"BCK*PLUS Versluis >KLARENBEE14";"";"";"";"Af";"10,67";"";""
"20250816";"Jumbo Deventer >DEVENTER 16.08";"";"";"";"Af";"26,97";"";""
"20250816";"Jumbo Dijkman D'ter >DEVENTER ";"";"";"";"Af";"23,63";"";""
"20250817";"Bij de Jongens >HATTEM 17.08.2";"";"";"";"Af";"25";"";""
"20250817";"Albert Heijn 1440 >DEVENTER 17";"";"";"";"Af";"3,48";"";""
"20250818";"Ten Kate Groenverh. >DEVENTER ";"";"";"";"Af";"8,95";"";""
"20250818";"TINQ TWELLO RIJKSSTRAA>TWELLO ";"";"";"";"Af";"12,06";"";""
"20250821";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     AUG 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20250821";"CCV*Audika Deventer >DEVENTER ";"";"";"";"Af";"141,45";"";""
"20250821";"Jumbo Deventer >DEVENTER 21.08";"";"";"";"Af";"36,22";"";""
"20250821";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20250822";"Ten Kate Groenverh. >DEVENTER ";"";"";"";"Af";"20";"";""
"20250824";"CCV*Hotel Vierhouten >VIERHOUT";"";"";"";"Af";"22,5";"";""
"20250825";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20250825";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1054078720"
"20250825";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 31.08.2025"
"20250825";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374766,Johan Termijnfactuur AUG"
"20250826";"GBLT";"";"NL82DEUT0019804615";"";"Af";"32,37";"";"GBLT incasso maandelijkse termijn Termijn 1 van 10 Vervaldatum 26 aug 2025 Kenmerk X9928374767 Heffingjaar 2025"
"20250826";"De Rode Lap via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"3,89";"";"X9928374768 X9928374769 Order X9928374770 derodelap.nl De Rode Lap"
"20250827";"Jumbo Deventer >DEVENTER 27.08";"";"";"";"Af";"24,96";"";""
"20250827";"Jumbo Deventer >DEVENTER 27.08";"";"";"";"Af";"5";"";""
"20250827";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie augustus 2025"
"20250827";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8";"";"Simyo:X9928374771, FACTUURNUMMER:X9928374772"
"20250828";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op: https://mijnhypotheek.asr.nl. PERIODE 08-2025"
"20250828";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-251636870"
"20250828";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-aug-2025 tot 01-sep-2025)"
"20250828";"Jumbo Deventer >DEVENTER 28.08";"";"";"";"Af";"47,92";"";""
"20250828";"Action 1132 >Deventer 28.08.20";"";"";"";"Af";"2,49";"";""
"20250829";"CCV*DE GROTE MUUR >LEERSUM 29.";"";"";"";"Af";"74,9";"";""
"20250830";"Terpstra en Wessels >DEVENTER ";"";"";"";"Af";"34,4";"";""
"20250830";"Albert Heijn 1440 >DEVENTER 30";"";"";"";"Af";"36,32";"";""
"20250830";"CCV*Hotel Het Losse Ho>HOLTEN ";"";"";"";"Af";"20";"";""
"20250901";"ABP Pensio";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN SEPTEMBER 2025"
"20250901";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering augustus 2025 NL70BNDA0013929458"
"20250902";"CCV*Eethuis Halte Asse>HOOG SO";"";"";"";"Af";"12,4";"";""
"20250903";"BCK*Jumbo Binnend Twel>TWELLO ";"";"";"";"Af";"7,97";"";""
"20250904";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"25";"";"X9928374773 X9928374774 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20250906";"Jumbo Deventer >DEVENTER 6.09.";"";"";"";"Af";"52,99";"";""
"20250907";"Jumbo Deventer >DEVENTER 7.09.";"";"";"";"Af";"28,07";"";""
"20250908";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"75";"";"Johan Notanummer GC0113109533 van 01 september 2025"
"20250909";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20250909";"PayPal Europe S.a.r.l. et Cie S.C.A";"";"LU89751000135104200E";"";"Af";"44,78";"";"1044664340721/PAYPAL"
"20250910";"ALBERT HEIJN 1423 >TWELLO 10.0";"";"";"";"Af";"12,75";"";""
"20250911";"Jumbo Deventer >DEVENTER 11.09";"";"";"";"Af";"15,55";"";""
"20250912";"TINQ DEVENTER DIEPENVE>DEVENTE";"";"";"";"Af";"21,82";"";""
"20250915";"Albert Heijn 1440 >DEVENTER 15";"";"";"";"Af";"15,55";"";""
"20250915";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"29,01";"";"X9928374775 X9928374776 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20250918";"TINQ DEVENTER DIEPENVE>DEVENTE";"";"";"";"Af";"11,35";"";""
"20250921";"7340 DATS 24 HAASRODE >LEUVEN ";"";"";"";"Af";"15,66";"";""
"20250922";"Jumbo Deventer >DEVENTER 22.09";"";"";"";"Af";"19,58";"";""
"20250923";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"29,01";"";"X9928374777 X9928374778 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20250923";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     SEP 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20250923";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20250923";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1055087016"
"20250924";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8,23";"";"Simyo:X9928374779, FACTUURNUMMER:X9928374780"
"20250924";"DEKAMARKT LOC 505 >TWELLO 24.0";"";"";"";"Af";"5,14";"";""
"20250924";"Kinderpostzegels via MultiSafepay";"";"NL17DEUT0019804615";"";"Af";"16";"";"X9928374781 X9928374782 rORn9yFxeVJh6NGWclzlYCSZQ for Ru... Kinderpostzegels"
"20250924";"Kinderpostzegels via MultiSafepay";"";"NL17DEUT0019804615";"";"Af";"9";"";"X9928374783 X9928374784 r74bIysApPKVYxE6D70DJ1kvZ for Ru... Kinderpostzegels"
"20250924";"Grote Clubactie";"";"NL48INGB0019804615";"";"Af";"9";"";"X9928374785 X9928374786 XMBKRMMRX-Loten Sp Teuge"
"20250924";"Grote Clubactie";"";"NL48INGB0019804615";"";"Af";"9";"";"X9928374787 X9928374788 KLEEAKARW-Loten Sp Teuge"
"20250925";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20250925";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374789,Johan Termijnfactuur SEP"
"20250925";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 30.09.2025"
"20250925";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-251836672"
"20250925";"Quooker International BV";"";"NL56DEUT0019804615";"";"Af";"60";"";"X9928374790 X9928374791 Quooker"
"20250926";"Jumbo Deventer >DEVENTER 26.09";"";"";"";"Af";"20,15";"";""
"20250926";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-sep-2025 tot 01-okt-2025)"
"20250926";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie september 2025"
"20250926";"GBLT";"";"NL82DEUT0019804615";"";"Af";"32,37";"";"GBLT incasso maandelijkse termijn Termijn 2 van 10 Vervaldatum 26 sep 2025 Kenmerk X9928374792 Heffingjaar 2025"
"20250928";"CCV*Eethuis Halte Asse>HOOG SO";"";"";"";"Af";"14,7";"";""
"20250929";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op: https://mijnhypotheek.asr.nl. PERIODE 09-2025"
"20250930";"Albert Heijn 1440 >DEVENTER 30";"";"";"";"Af";"9,32";"";""
"20251001";"ABP Pensioenfonds";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN OKTOBER 2025"
"20251001";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering september 2025 NL70BNDA0013929458"
"20251001";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"31,51";"";"X9928374793 X9928374794 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251001";"Jumbo Dijkman D'ter >DEVENTER ";"";"";"";"Af";"16,41";"";""
"20251002";"De Correspondent via Mollie";"";"NL48DEUT7023243979";"";"Af";"98,5";"";"DeCorrespondent crsb-247-193-8 Lidmaatschap sep25-sep26"
"20251003";"BCK*Kledingherstel Kei>DEVENTE";"";"";"";"Af";"23";"";""
"20251006";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"75";"";"Johan Notanummer GC0113752546 van 01 oktober 2025"
"20251006";"Jumbo Dijkman D'ter >DEVENTER ";"";"";"";"Af";"21,33";"";""
"20251007";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20251010";"Jumbo Deventer >DEVENTER 10.10";"";"";"";"Af";"53,8";"";""
"20251012";"Albert Heijn 1358 >DEVENTER 12";"";"";"";"Af";"4,79";"";""
"20251013";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"34,01";"";"X9928374795 X9928374796 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251013";"Albert Heijn 1440 >DEVENTER 13";"";"";"";"Af";"5,58";"";""
"20251014";"DEKAMARKT LOC 505 >TWELLO 14.1";"";"";"";"Af";"6,58";"";""
"20251014";"Grote Clubactie";"";"NL48INGB0019804615";"";"Af";"9";"";"X9928374797 X9928374798 KERKBRKMM-Loten Circus Nevermi"
"20251015";"GREENCHOICE";"";"NL18INGB0001901816";"";"Bij";"260,07";"";"Klantnummer 2098489, Notanummer GC0113772987 van 02 oktober 2025"
"20251015";"AENA MALAGA T/NO ATEND>MALAGA ";"";"";"";"Af";"3,25";"";""
"20251015";"ARACA TROPICAL >MOTRIL 15.10.2";"";"";"";"Af";"16,9";"";""
"20251015";"ALCAMPO MOTRIL >MOTRIL 15.10.2";"";"";"";"Af";"124,97";"";""
"20251016";"LA TRATERIA >DURCAL 16.10.2025";"";"";"";"Af";"6,3";"";""
"20251016";"LA TRATERIA >DURCAL 16.10.2025";"";"";"";"Af";"13,5";"";""
"20251017";"NS GROEP IZ NS REIZIGERS";"";"NL14ABNA0019804615";"";"Bij";"28,91";"";"Betaling factuur: X9928374799"
"20251018";"KIWOKO MOTRIL >MOTRIL 18.10.2";"";"";"";"Af";"55,95";"";""
"20251018";"ARACA TROPICAL >MOTRIL 18.10.2";"";"";"";"Af";"15,4";"";""
"20251018";"LEROY MERLIN MOTRIL >MOTRIL 18";"";"";"";"Af";"24,99";"";""
"20251018";"ALCAMPO MOTRIL >MOTRIL 18.10.2";"";"";"";"Af";"199,15";"";""
"20251020";"MESON FUERA DE JUEGO >DURCAL 2";"";"";"";"Af";"9,5";"";""
"20251020";"EL ZAHOR >DURCAL 20.10.2025 11";"";"";"";"Af";"5,4";"";""
"20251020";"KIABI MOTRIL >MOTRIL 20.10.202";"";"";"";"Af";"7";"";""
"20251020";"KIABI MOTRIL >MOTRIL 20.10.202";"";"";"";"Af";"134,65";"";""
"20251020";"KIABI MOTRIL >MOTRIL 20.10.202";"";"";"";"Af";"14";"";""
"20251021";"Rakuten Kobo";"";"IE30CITI99005132956548";"";"Af";"9,99";"";"RAKUTEN KOBO INC"
"20251022";"SSP S A - AEROPUERTO >MALAGA 2";"";"";"";"Af";"9,75";"";""
"20251022";"Jumbo Deventer >DEVENTER 22.10";"";"";"";"Af";"20,99";"";""
"20251023";"Sociale Verzekeringsbank";"";"NL16RABO0019973114";"";"Bij";"1238,96";"";"AOW     OKT 25 VZ09443330 WWW.SVB.NL                                              SVB"
"20251023";"Copar via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"174,96";"";"X9928374800 X9928374801 Order X9928374802 Copar"
"20251024";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"36,51";"";"X9928374803 X9928374804 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251024";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20251025";"Kosten gebruik betaalrekening ";"";"";"";"Af";"3,65";"";""
"20251025";"Jumbo Deventer >DEVENTER 25.10";"";"";"";"Af";"33,68";"";""
"20251025";"Stoov";"";"NL35RABO0019804615";"";"Af";"159,95";"";"X9928374805 X9928374806 stoov- rV1JVgE3UUJKB7wp8o1GpKKO7"
"20251027";"Reg.BelastingSamenwerking";"";"NL47BNGH0019804615";"";"Af";"74,7";"";"Aanslag: 202500003002000 , Gecomb.bel.jaren 2024/2025 , Vervaldatum termijn: 31.10.2025"
"20251027";"Energiewacht B.V.";"";"NL44RABO0019804615";"";"Af";"8,98";"";"Factuur VF10-252049344"
"20251027";"ODIDO NETHERLANDS B.V.";"";"NL95COBA0019997218";"";"Af";"46,44";"";"Odido Internet + TV MFT42362 Factuur TMT1056103612"
"20251027";"GBLT";"";"NL82DEUT0019804615";"";"Af";"32,37";"";"GBLT incasso maandelijkse termijn Termijn 3 van 10 Vervaldatum 27 okt 2025 Kenmerk X9928374807 Heffingjaar 2025"
"20251027";"VITENS NV";"";"NL94INGB0000869000";"";"Af";"8";"";"Factuurnr X9928374808,Johan Termijnfactuur OKT"
"20251027";"FIETSERSBOND";"";"NL59INGB0001451048";"";"Af";"5";"";"Contributie oktober 2025"
"20251028";"GroenLinks Contributies";"";"NL05TRIO0019804615";"";"Af";"25";"";"GroenLinks Lidmaatschap (01-okt-2025 tot 01-nov-2025)"
"20251030";"ASR HYPOTHEEK";"";"NL91ABNA0019804615";"";"Af";"894,95";"";"Termijnbetaling hypotheek. Kijk voor uw actuele saldo op: https://mijnhypotheek.asr.nl. PERIODE 10-2025"
"20251030";"PAY.nl*Stappenbelt Fie>APELDOO";"";"";"";"Af";"23";"";""
"20251031";"Jumbo Deventer >DEVENTER 31.10";"";"";"";"Af";"34,67";"";""
"20251031";"SIMYO";"";"NL83INGB0009174216";"";"Af";"8,52";"";"Simyo:X9928374809, FACTUURNUMMER:X9928374810"
"20251102";"Tango Wilp A1 >WILP 2.11.2025 ";"";"";"";"Af";"19,5";"";""
"20251103";"Brand New Day";"";"NL70BNDA0013929458";"";"Bij";"276,98";"";"Netto uitkering oktober 2025 NL70BNDA0013929458"
"20251103";"ABP Pensioenfonds";"";"NL68RABO0018166535";"";"Bij";"703,82";"";"PENSIOEN NOVEMBER 2025"
"20251105";"Eurospar Hofstade >Hofstade 5.";"";"";"";"Af";"39,73";"";""
"20251106";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"36,51";"";"X9928374811 X9928374812 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251106";"GREENCHOICE";"";"NL18INGB0001901816";"";"Af";"70";"";"Johan Notanummer GC0114132596 van 01 november 2025"
"20251107";"7340 DATS 24 HAASRODE >LEUVEN ";"";"";"";"Af";"14,1";"";""
"20251107";"Signal Technology Foundation";"";"IE30CITI99005132956548";"";"Af";"5";"";"Signal Foundation"
"20251110";"Parkeren >DEVENTER 10.11.2025 ";"";"";"";"Af";"2";"";""
"20251110";"Jumbo Deventer >DEVENTER 10.11";"";"";"";"Af";"79,17";"";""
"20251111";"Tango Wilp A1 >WILP 11.11.2025";"";"";"";"Af";"17,29";"";""
"20251111";"Omroepvereniging VPRO";"";"NL67INGB0000314937";"";"Af";"25";"";"VPRO lidmaatschap 12-11-2025 t/m 11-11-2026"
"20251112";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"64,02";"";"X9928374813 X9928374814 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251113";"Detlev Louis Motorrad-Vertriebsgese via St. Derdengelden EMS";"";"NL27ABNA0019804615";"";"Af";"74,87";"";"X9928374815 X9928374816 Name:Xs 0.8 Eu-Acculader-Sku:100 Detlev Louis Motorrad-Vertriebsgese"
"20251117";"Jumbo Deventer >DEVENTER 17.11";"";"";"";"Af";"27,34";"";""
"20251117";"NS GROEP IZ NS REIZIGERS";"";"NL14ABNA0019804615";"";"Bij";"4,75";"";"Betaling factuur: X9928374817"
"20251118";"Human";"";"NL92INGB0008597220";"";"Af";"20";"";"HUMAN lidmaatschap 29-11-25 t/m 28-11-26"
"20251119";"MIMIK eten & drinken >DEVENTER";"";"";"";"Af";"208,9";"";""
"20251120";"AirSain Nederland B.V.";"";"NL56DEUT0019804615";"";"Af";"339";"";"OrderX9928374818 X9928374819 Order X9928374820 (airsain.nl)"
"20251121";"bol.com";"";"NL27INGB0001392934";"";"Af";"26,21";"";"X9928374821 X9928374822 bol.com A000AW99DD"
"20251121";"Jumbo Deventer >DEVENTER 21.11";"";"";"";"Af";"12,45";"";""
"20251121";"THE MATRIX.ORG FOUNDATION C.I.C";"";"IE30CITI99005132956548";"";"Af";"5";"";"Matrix.org"
"20251121";"Uitgekookt.nl via Stichting Mollie Payments";"";"NL51DEUT0016877995";"";"Af";"31,51";"";"X9928374823 X9928374824 Uitgekookt.nl maaltijdservice beste Uitgekookt.nl"
"20251123";"Beeld en Geluid >HILVERSUM23.1";"";"";"";"Af";"45,05";"";""
"20251123";"Beeld en Geluid >HILVERSUM23.1";"";"";"";"Af";"9,9";"";""
